date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,state,statezip,country
02-05-2024,4319666,3,2.2,3772,5254,2,1,0,4,1888,1884,1985,1996,1723 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,744920,3,1.8,4106,5101,1.7,1,3,5,2557,1549,2003,1990,4892 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2493645,5,2.5,2757,3223,2,1,1,1,578,2179,2003,2013,6152 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1838907,1,2.8,734,6241,1.7,1,4,4,578,156,2010,1999,2729 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3336866,3,1.8,4407,7810,1.7,1,4,2,3586,821,1966,0,8444 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,673529,5,1.9,4046,5274,1.6,1,1,2,4035,11,1953,0,5364 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1468649,1,1.2,4399,7030,2.3,1,4,3,3301,1098,1952,1994,2683 Circular Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4339607,1,1.4,2088,8642,1.9,1,2,5,576,1512,2009,0,1486 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3111948,4,1.7,3758,9227,1.8,0,2,5,1195,2563,1975,0,8815 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4879121,4,1.1,4850,6048,2.3,0,1,4,4834,16,2008,2003,2887 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3614292,2,1.6,870,6804,1.7,1,4,5,742,128,1988,1990,6713 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1670722,2,2.1,2738,6883,1.4,0,2,4,2052,686,2020,1996,4711 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2201848,5,1.3,4211,4428,1.6,1,2,4,504,3707,1989,0,339 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,898808,5,1.4,2962,8534,1.1,0,4,4,930,2032,1987,0,6735 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,677692,2,1.5,556,5751,1.4,1,0,2,555,1,1963,2014,2407 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4029974,5,1.8,901,9446,1.4,1,0,5,503,398,1964,2008,5263 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2387034,2,1.4,3137,2988,1.8,0,3,1,2248,889,1999,0,2792 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3919227,2,2.1,1136,7079,2,0,1,5,1130,6,2019,0,2255 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1115326,2,2.7,3176,9868,2.5,1,1,4,2233,943,1992,2000,1383 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,2927878,3,2.8,884,8317,3,1,3,1,684,200,1964,0,1273 MG Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1321631,2,1.2,941,1191,1.5,0,0,5,505,436,1951,2022,3187 Circular Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,2973590,1,1.7,2290,6038,1.2,0,1,5,630,1660,1954,2001,5200 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3018241,5,2.8,1020,8759,2.8,0,1,2,508,512,1971,0,7005 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2507548,1,2,3209,7883,2.3,1,4,2,1002,2207,2013,0,2081 MG Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1688885,5,2.9,1717,4067,2.8,1,3,2,1558,159,1968,1997,1926 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,514625,2,1.6,2261,9219,1.3,1,2,5,2010,251,1972,0,6362 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3857676,2,2.6,4277,2525,1.6,1,3,5,516,3761,2019,0,6861 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4261412,4,2.3,4973,4875,1.5,0,4,5,4876,97,2010,0,362 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4253404,3,1.4,4724,8646,1.8,1,0,5,3129,1595,2016,2023,8534 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,4706335,2,2.4,1189,3469,2.6,0,2,5,518,671,1951,2003,2411 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3589432,3,1.7,1143,7613,1.8,0,0,4,543,600,1968,0,1814 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1288388,4,2.8,2735,3072,1.2,0,3,4,2222,513,1960,2007,15 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3706128,1,2.5,1288,1680,1.6,0,3,1,1063,225,1968,1995,517 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4176085,4,2,2524,8943,2.6,0,3,4,2331,193,1991,0,8008 Park Street,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,901422,3,1.7,1130,6061,2.3,1,1,4,695,435,1966,0,2796 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1446354,4,1.7,1944,2986,2.2,1,2,1,714,1230,2006,2011,4961 MG Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2588997,4,3,4859,3630,1.7,0,4,1,4580,279,1974,0,6296 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,2850586,3,2.1,847,4086,2.6,0,4,4,720,127,1987,1994,6021 Station Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,4700424,1,1.8,900,7348,1,0,2,5,693,207,2012,0,4230 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3434288,4,2.4,2194,6969,1.1,0,0,3,635,1559,2009,0,9002 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1515043,5,3,1170,7771,1,0,3,5,599,571,2020,0,8980 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2393604,4,1.3,2616,1459,2.2,0,0,3,1213,1403,1971,2007,4005 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2368256,1,2.8,2046,5526,1.7,0,3,1,1630,416,2012,2022,2398 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4953800,2,2.5,3652,6656,1.4,1,0,3,1198,2454,1997,0,8075 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2461334,1,1.5,830,8912,2.2,1,1,3,537,293,1964,2009,290 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3082796,4,1.7,2119,8330,1.3,0,4,5,1066,1053,2010,2007,1633 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3609004,3,2.3,676,8940,1.6,1,0,3,599,77,1967,1998,9511 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2505116,2,1.2,1847,6638,1.7,0,0,5,1606,241,1964,2012,9209 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4190730,4,2,2610,8016,1.1,1,4,1,539,2071,1977,0,1688 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4603344,5,1.3,1273,2192,2.8,0,2,3,533,740,2020,1990,4331 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4778719,2,2.6,3129,9986,1.8,0,0,4,2301,828,2012,0,1030 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4749695,2,1.7,4658,6861,1.2,0,2,1,1456,3202,1978,2002,4569 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2417480,1,1.7,969,9983,1.4,0,0,2,677,292,2022,2002,2187 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1851920,3,1.9,4507,5566,1.8,0,2,5,3159,1348,1990,2022,4096 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2972552,1,2.8,3614,8247,2.9,1,1,3,2962,652,1992,0,503 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4160781,5,1.1,1769,2238,2.3,1,3,5,1328,441,1960,2013,5423 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2853918,3,2,1775,6988,2.7,1,2,2,835,940,1983,0,276 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,1841086,3,1.2,4775,9866,2.4,1,3,2,1218,3557,1977,0,8487 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2534540,5,1.9,3240,1266,2,1,0,4,2479,761,1980,0,3718 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3340256,1,2.3,3616,8503,1.6,1,2,1,3580,36,2005,0,6798 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1897504,4,2.4,1334,1789,1.1,1,4,1,1300,34,2005,0,295 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4917019,1,1.2,2834,8819,1.9,0,2,4,613,2221,1979,2005,5066 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,620643,3,1.6,1946,1384,2,0,3,1,855,1091,1964,0,9294 Circular Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4454612,2,2.6,2249,9014,1,0,4,3,1552,697,2019,0,944 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1412867,4,2.9,1796,3214,1.7,1,4,4,623,1173,2006,0,9680 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3663617,2,2.3,2627,6303,2,0,1,4,1932,695,2017,0,891 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,4166790,3,1.4,4052,8429,2.4,0,3,2,3196,856,1977,0,7402 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3713346,1,2.9,1983,5756,1.5,0,0,4,622,1361,1978,0,5686 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3967120,4,2.4,3980,5554,2.5,1,3,2,3002,978,1966,0,1986 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,2810618,3,2,3098,6978,1.9,0,0,5,2121,977,1987,0,612 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1093431,1,1.3,2887,6922,1.5,0,3,5,2768,119,1960,2023,2616 Circular Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2036580,3,1.3,4912,9572,1.6,1,3,3,2480,2432,2005,0,7161 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1242468,5,2.1,3853,7445,2.6,0,1,2,2332,1521,1995,2003,7152 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4824301,4,2.6,2626,1840,1.1,1,0,5,1664,962,1980,2020,7591 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4192995,1,2.7,3004,5530,2,0,1,2,1590,1414,1990,0,4438 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4125189,3,3,2915,5915,1.9,1,0,1,1190,1725,1961,2009,7035 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2238232,4,2.3,2838,3075,2.8,1,4,1,1157,1681,1961,0,3231 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3723605,5,1.6,4882,7443,2.5,0,3,4,2631,2251,2013,0,2837 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,864705,5,1.6,3476,9872,1.7,0,2,5,2302,1174,1996,0,9224 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2555958,4,1.2,4087,6131,2.6,1,1,2,3052,1035,1954,2005,6059 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,3733710,5,1.2,2049,7762,2.2,0,4,5,1242,807,1982,1992,5885 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3394370,2,2.5,1499,8563,2,1,2,1,637,862,1972,2017,4455 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4433164,5,1.4,3217,2571,2.1,1,2,2,2127,1090,1984,2020,7874 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4147473,1,1.4,779,5052,1.3,1,1,4,687,92,2004,1990,3959 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3582402,1,2.5,4743,8293,3,0,2,2,2602,2141,1970,0,6770 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,3286435,1,1,1627,4753,2.1,1,4,1,875,752,1956,0,5417 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1047630,4,2.9,3908,9184,2.3,0,2,1,1461,2447,1990,1993,3178 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1326134,3,2.5,1935,4355,2.3,1,3,1,1116,819,1960,0,8426 Circular Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,632267,5,1.6,1777,3587,1.8,1,3,2,1265,512,1984,1998,1022 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1958746,2,1.1,4552,2429,1.8,0,0,1,1628,2924,1974,0,7904 Circular Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1504280,4,2.7,3704,4761,2.9,1,2,1,3362,342,2010,0,1818 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,4504725,4,1.8,2053,8314,1.7,0,0,1,1223,830,1982,0,8775 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4270423,1,1.1,2426,9478,2.5,0,3,4,2414,12,1950,2020,5778 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,841350,1,1.2,926,8398,2.6,0,3,5,721,205,1964,0,2643 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,846929,5,2.5,1488,3465,1.5,0,4,3,1052,436,1952,2007,5579 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1935604,2,1.2,4498,3238,1.3,0,2,2,2431,2067,1954,2018,8852 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,844563,1,1,3103,2134,1.7,0,2,1,760,2343,1955,2007,409 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3392642,4,1.3,1021,4863,1.2,1,1,3,827,194,1962,0,483 Circular Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,858128,4,1.3,588,7205,2.5,0,0,1,515,73,2013,2016,4785 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4786248,5,2.1,2100,8377,2.2,0,1,2,583,1517,1972,0,9379 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3375964,3,1.9,2692,8363,1.4,0,2,5,1694,998,1994,2021,9317 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1348913,3,1.7,2175,7854,2.9,0,2,1,1451,724,1955,2017,4608 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3188364,2,1.6,3061,9019,1.7,0,1,2,2894,167,1961,1998,485 MG Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,3240175,2,1.2,502,8601,2.1,1,1,1,502,0,2004,0,2667 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3240433,2,2.3,2581,7465,2.3,0,3,1,2059,522,2020,2011,7402 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4435998,1,2.7,2935,3190,2.7,1,2,5,1518,1417,2001,0,1437 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1113532,1,1.5,1850,5669,2.2,1,0,3,1567,283,1968,0,1097 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,948613,2,1.2,2597,7012,2.6,0,3,2,1026,1571,1956,0,8415 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1400755,1,1.4,3200,9711,2.8,0,1,3,626,2574,2021,2004,9506 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1091557,3,1.5,1249,4259,1.2,1,4,2,1213,36,2018,2010,7362 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2489394,2,1.1,2966,5640,2.3,1,2,3,2003,963,1984,0,6882 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1852135,3,2.8,2023,5911,2,0,0,3,1148,875,1981,2021,3092 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,3513248,5,2.2,1339,4227,1.6,0,0,2,696,643,1979,0,8235 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3281832,5,3,2279,5193,1.7,1,0,3,1318,961,2023,0,446 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1368110,4,1.7,2867,9810,2,1,0,1,1079,1788,1990,2012,5533 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2079529,3,2.6,618,8043,2,1,4,5,608,10,1966,1992,8473 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4869571,1,2.5,4921,8401,2.2,0,2,5,1879,3042,1955,2017,7215 MG Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,2882386,4,2.3,3752,7590,1.2,1,4,5,941,2811,1975,0,6301 Circular Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2393886,3,1.8,2339,4415,1.7,1,1,4,1016,1323,1976,0,476 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4573858,2,1.8,972,2461,2,1,2,4,507,465,1957,2018,3989 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,4856292,1,2.3,4318,2597,2,1,0,1,2019,2299,2020,0,5966 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2456934,1,2.5,564,6989,1.2,1,4,2,535,29,2018,2016,1324 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,548431,3,2.2,760,5013,1.9,0,4,1,549,211,1987,0,7785 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3798123,3,1.5,2334,1668,1.4,1,2,1,586,1748,1967,1998,3450 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1344686,5,2.2,1653,8793,1.3,0,2,2,1233,420,1976,0,7480 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4528143,2,2.8,2691,1152,1.3,0,3,5,811,1880,2012,0,5006 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4711776,2,1.9,2110,6070,1.5,1,3,3,1612,498,1976,0,6572 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4887005,5,3,4680,3219,2.8,1,2,3,1760,2920,1959,2006,3140 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4068419,3,2,2760,5416,1.6,0,1,3,1852,908,1958,1999,116 Circular Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4280584,4,2.9,3331,7224,1.8,0,0,2,3104,227,1992,1999,9932 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3989194,4,2.7,4914,8608,2,1,3,5,4514,400,1966,0,2256 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4169394,5,1.6,4909,5994,2.2,0,0,2,3446,1463,1993,0,7621 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,927433,3,2.6,3889,5101,2.3,1,0,1,3378,511,1968,0,7494 Station Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4976193,5,2.9,4139,9441,2.3,1,4,4,2604,1535,1956,0,6222 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3700623,1,1.1,3083,2404,2.8,1,2,5,540,2543,2021,0,4576 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4610839,5,2.9,619,7046,2.2,0,4,5,613,6,1998,0,6028 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,714062,3,2.9,3633,9486,1.1,1,2,1,1413,2220,1987,2005,6251 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1247124,5,3,3513,7958,2.8,0,2,3,637,2876,1972,2013,7950 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2377178,4,2.7,937,9227,1.2,0,2,3,824,113,1954,1996,1469 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4206794,1,2,3678,7459,2.7,0,0,5,1492,2186,1959,2002,1825 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4333355,3,1.2,3154,7684,1.4,1,3,4,1259,1895,1988,0,8327 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1874196,4,1.7,2347,9441,2.8,1,2,4,2188,159,2022,2016,9684 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,3706549,1,2.4,948,5046,2.1,1,1,3,532,416,2020,2014,9641 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3349807,1,2.3,2461,9779,2.9,1,0,4,1266,1195,2010,1992,9139 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1927649,1,3,907,1294,2.1,1,1,5,647,260,1966,0,2406 Circular Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1692751,1,1.5,4641,6485,1.1,0,3,4,4460,181,1950,2019,8459 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3714344,5,2.1,1412,2839,1.7,0,4,3,525,887,2022,1990,4024 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1399569,5,1.6,503,8055,2.5,0,3,5,503,0,1951,1993,1945 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4526876,3,2.4,3508,7818,2.1,0,0,2,637,2871,1965,0,6562 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1005341,4,1.9,4415,6862,2.5,0,3,3,3037,1378,1959,0,6664 Circular Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2828273,1,2.8,2314,1520,2.8,0,1,5,1891,423,1993,2023,7536 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2365201,1,2.3,1963,3125,2.3,0,2,1,1889,74,2021,1994,1336 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4908139,4,2.3,1680,5817,1.3,1,3,4,751,929,1998,1990,1369 Park Street,Delhi,Delhi,Delhi 114299,India
02-05-2024,3363913,1,2.6,1080,8373,1.4,0,4,3,915,165,2012,2012,7441 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3389873,4,2.1,4458,6179,1.6,1,4,3,4034,424,1951,0,8731 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4942569,5,1.2,4457,7228,2.4,0,0,5,2460,1997,2008,0,4417 Station Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3011392,1,2,4007,7175,1.8,0,4,1,1583,2424,1950,0,2893 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2225942,3,2.2,1626,4289,1.8,1,3,4,1071,555,1999,1992,2453 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,685751,2,1.8,2647,9958,1.6,1,1,1,895,1752,1998,0,1020 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,571484,5,2.7,2763,8341,1.1,0,3,4,2229,534,1955,2009,4042 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1517221,2,2.5,835,2945,1.2,1,0,1,583,252,1985,2007,1094 Circular Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4362568,5,1.4,2436,4763,1.7,0,3,1,912,1524,1962,0,7279 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1805995,1,2.3,4550,7647,1.4,0,0,3,1082,3468,2010,2023,7593 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1883812,2,1.7,4513,9428,2.8,1,3,3,2173,2340,1966,2010,149 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4919163,3,2.9,3236,3671,2.3,0,2,3,745,2491,1981,1995,1581 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3119684,4,3,1799,3572,1.4,1,3,2,1326,473,1998,2007,1273 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,949383,3,2.3,3983,7893,2.4,0,0,5,554,3429,2016,0,6871 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1039539,4,1.5,739,7181,1.8,0,3,5,702,37,1988,0,3853 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1090163,5,2.9,3733,8246,1.7,1,4,3,3025,708,1963,0,8534 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1520142,3,1.7,815,5063,2.5,0,3,1,739,76,1978,2007,9632 Station Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,681171,2,2.4,4276,8018,1.4,1,4,3,1568,2708,1997,2023,4111 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3043817,5,2.9,1733,8077,2.5,0,1,5,1576,157,1983,0,4785 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3993133,4,1.4,4761,3013,2.6,1,0,1,3697,1064,2016,0,511 Station Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,3825487,3,1.6,2790,2630,2.2,0,3,1,2468,322,1985,2016,3648 Circular Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,2701567,1,1.7,4093,7475,2.4,1,0,1,920,3173,1974,2006,4169 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1124724,4,2.6,4447,3620,1.3,0,3,1,1581,2866,1964,1994,5485 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2426991,3,1.6,3729,5254,2.7,1,4,5,2362,1367,1987,0,9383 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4008369,5,2.5,1634,8193,1.2,0,2,4,810,824,1970,2006,947 Station Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3115977,5,1.9,3422,1298,1.9,0,3,5,2966,456,1984,0,8031 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,636818,3,1.3,3932,4443,2,1,3,5,2251,1681,1954,0,6861 Station Road,Vadodara,Gujarat,Gujarat 114187,India
